@relation train

@attribute Text string
@attribute Class {"pos", "neg"}

@data
"زيبا و کوچيک و 1TB جا و امکانات امنيتي و بک‌آپش.","pos"
"همش خيلي عاليه","pos"
"من اين هارد رو سه روز پيش سفارش دادم امروز رسيد دستم سرعتش عاليه, نرم افزاري که روي خودش هست خيلي به کار مياد اگر به دنبال يه هارد همه چي تموم ميگردين اين عاليه شک نکنين.","pos"
"مرسي digikala  ","pos"
"فوق العاده بود.","pos"
"من تهيه کردم ،  هم کوچک و هم زيبا.","pos"
"عالي بود","pos"
"چه شانسي آوردم خريدم  I love U digi kala  ","pos"
"من تو پيشنهاد قبلي اين هارد رو خريدم،   حرف نداره،  عــالـيـــه،   هر شب پيشنهاد ويژه رو چک ميکنم","pos"
"هارد واقعا عاليه  از کف دست کوچيکتر و با کارايي و سرعت بالا.","pos"
"بخصوص اينکه U3 هم ساپورت ميکنه.","pos"
"بهترين وسيله براي نگه داشتن بکاپ با امنيت بالا با استفاده از نرم افزاري که تو خودش داره.","pos"
"عاشق پيشنهاد هاي ويژه هستم  ممنون","pos"
"خريده خيلي خوبيه.","pos"
"از لحاظ پرفرمنس و سرعت و دماي کاري سيگيت بهتره.","pos"
"مصرف برق در وسترن در حالت بيکار کمتره و همچنين از لحاظ نرم افزاري که روي خود هارد هست وسترن 1 سر و گردن بالا تر از سيگيته!","pos"
"در ضمن ميتونين به عنوان هارد ديسک اينترنال هم ازش استفاده کنين!","pos"
"اگر دنبال يک هارد ديسک براي انتقال داده هاتون با اندازه خيلي مناسب و کوچک و امنيت بالا هستين وسترن رو بگيريد.","pos"
"اگر پرفرمنس قطعه براتون اهميت داره آينده نگري ميکنين سيگت انتخاب بهتر و بروز تريه!","pos"
"در آخر ميگم اگر هارد ديسک اکسترنال نياز دارين،  شک نکنين و بخريدش!","pos"
"تکليفم روشن شد که بالاخره بعنوان بهترين انتخاب بخرمش.","pos"
"اين هارد رو من چندروز پيش خريدم و جز خوبي چيزي نداره.","pos"
"بي صداست.","pos"
"کل رابطش فقط يه کابل USB3 هست و ظاهر بسيار شيک و خوشگلي داره.","pos"
"فوق العاده سريعه.","pos"
"اصلا کند نيست.","pos"
"در واقع نگراني من اين بود که نکنه واسه يدونه کپي پيست چند گيگي نيم ساعت زمان ببره اما بايد بگم اين هارد کل نگرانيمو برطرف کرد.","pos"
"نسبت به قيمتش و هم رده هاش شک نکنيد اين بهترينه.","pos"
"حمل و نقلشم واقعا آسونه آخه خيلي جمع و جوره و کوچيکه.","pos"
"راحت ميشه گذاشتش تو جيب داخلي کت يا کاپشن و اينور و اونور بردش.","pos"
"اصلانم نگران آويزون شدن جيبتون نباشيد چون سبکه.","pos"
"در نهايت بايد بگم ديجي کالا کارش درسته و ميدونه چي معرفي کنه","pos"
"اين يکي از بهترين نقاط قوتشه)                                                                                                                              -- داراي سيستم امنيت نسبتا قوي (پسورد انتخابي شما هش ميشه تا توسط ديگران قابل بازخواني نباشه.","pos"
"طراحی و ساخت از نظر طراحی و کیفیت ساخت،  می‌توان گفت که هواوی در مورد این تبلت سنگ تمام گذاشته است.","pos"
"یک دستگاه خوش ساخت،  شکیل و بسیار با کیفیت که از این نظر حتی می‌توان گفت در مواردی از تبلت های سامسونگ نیز با کیفیت‌تر به نظر می‌رسد.","pos"
"ابعاد 176×257 میلی متری برای یک تبلت 10.1 اینچی ابعاد کاملا متناسبیست و وزن 580 گرمی آن به همراه قطر 8.8 میلی متری یک مزیت.","pos"
"بر روی قاب پشتی تبلت نیز دوربین به همراه فلاش LED و بلندگوها جاسازی شده‌اند که با وجود قاب سفید رنگ دوربین،  نمای پشتی تبلت نیز بسیار زیبا و شکیل گشته است.","pos"
"صفحه نمایش اما می‌رسیم به مزیت اصلی این تبلت بر دیگر تبلت های موجود در بازار یعنی صفحه نمایش آن .","pos"
"صفحه نمایش موجود بر روی MediaPad 10 یک صفحه نمایش 10.1 اینچی از نوع IPS می‌باشد که قابلیت نمایش 16 میلیون رنگ را داراست و در کمال شگفتی،  رزولوشن 1200×1920 را ارائه می‌نماید که تا به این تاریخ در بین تبلت های اندرویدی بی رقیب است.","pos"
"این رزولوشن،  باعث می‌گردد تراکم پیکسلی این صفحه نمایش 226ppi باشد که بسیار مناسب است.","pos"
"به دلیل وجود پنل IPS بر روی این صفحه نمایش،  عملکرد آن در زوایای مختلف نیز بسیار مناسب و قابل قبول است.","pos"
"در ضمن،  در شرایط نوری قوی و در زیر نور مستقیم آفتاب نیز برای کار با MediaPad 10 مشکلی نخواهید داشت.","pos"
"با وجود قابلیت پشتیبانی صفحه نمایش این تبلت از دستورات چند لمسی نیز،  برای انجام چندین لمس همزمان با تاخیری مواجه نخواهید شد.","pos"
"در کل،  عملکرد صفحه نمایش MediaPad 10 به واقع ما را خشنود نمود.","pos"
"بعد از مدت‌ها از یک کمپانی به غیر از اپل و ایسوس و سامسونگ،  تبلتی با صفحه نمایش بسیار خوب مشاهده نمودیم.","pos"
"سخت افزار هواوی برای تبلت خود،  سخت افزاری قدرتمند را در نظر گرفته است.","pos"
"یک پردازنده چهار هسته ای از نوع Cortex-A9 با فرکانس 1.2 گیگاهرتز به همراه یک گیگاهرتز حافظه رم و پردازشگر گرافیکی بسیار قدرتمند،  تشکیل دهنده سخت افزار این تبلت می‌باشند.","pos"
"با وجود این مشخصات،  تمامی دستورات در MediaPad 10 به سرعت و بسیار روان اجرا می‌گردند.","pos"
"با این حال،  در هنگام کار با این دستگاه به راحتی می‌توانید به عملکرد کم نقص آن پی ببرید.","pos"
"این دستگاه در سه ظرفیت 8،  16 و 32 گیگابایتی تولید گردیده که با وجود قابلیت پشتیبانی آن از کارت حافظه جانبی،  می‌توان تا 32 گیگابایت دیگر نیز به آن افزود.","pos"
"نرم افزار سیستم عامل به کار رفته بر روی این تبلت نسخه 4.0 از سیستم عامل قدرتمند اندروید می‌باشد.","pos"
"رابط کاربری استاندارد اندروید نیز به شما کمک می‌کند تا به راحتی با آن کار کنید.","pos"
"مرورگر اینترنت همان مرورگر استاندارد اندروید است که کارایی مناسبی دارد.","pos"
"با وجود فلش پلیر که به صورت پیش فرض بر روی آن قرار دارد،  مشکلی برای مشاهده فیلم‌ها و بازی‌های فلش نخواهید داشت.","pos"
"موزیک و ویدیو پلیر موجود به خوبی فایل‌های مورد نظر شما را در اکثر فرمت ها پخش خواهد کرد.","pos"
"بلندگوها نیز دارای کیفیت بسیار خوبی هستند که وضوح خوبی را در اختیار کاربر قرار می‌دهند.","pos"
"در کل،  سرعت عمل سیستم عامل با کمک سخت افزار قوی،  خوب و حرکت در منوها روان صورت می‌پذیرد.","pos"
"اما با وجود امکانات مختلف ارتباطی بر روی این تبلت مانند4G،  Wi-Fi،  3G و GPRS،  به راحتی و با حداکثر سرعت می‌توان به مرورگری اینترنت پرداخت.","pos"
"سیستم عامل نیز در این زمینه هیچ مانعی برای لذت بردن از گشت و گذار در دنیای اینترنت ایجاد نمی‌نماید.","pos"
"از دیگر موارد لازم به ذکر،  وجود یک نوار شبیه به نوارNotification در سمت راست پایین صفحه نمایش است که می‌توان از داخل آن به راحتی به بلوتوث و دیگر ملزومات تبلت دسترسی داشت.","pos"
"در ضمن،  یک پکیج از نرم افزار های کاربردی ساخت گوگل نیز در اختیار کاربران هواوی مدیاپد 10 قرار دارد که برنامه‌هایی مانند Gmail،  Google Plus،  YouTube،  Google Maps،  Google Chrome و غیره را شامل می‌شود.","pos"
"در حقیقت می‌توان به جرات گفت که کمتر تبلتی در بازار وجود که دوربینی به خوبی دوربینMediaPad 10 FHD  داشته باشد.","pos"
"در ضمن،  یک دوربین 1.3 مگاپیکسلی نیز برای انجام مکالمات تصویری وجود دارد که برای این منظور بسیار مناسب و با کیفیت است.","pos"
"در کل،  با اینکه عکاسی با تبلت را همواره جزو موارد غیر ضروری نامیده‌ایم،  ولی در مورد این دستگاه برای کسانی که علاقه‌مند به عکاسی نیز هستند،  هواوی شرایطی را فراهم نموده است که کاملا آن‌ها را راضی خواهد نمود.","pos"
"این باتری تا حدود 7 ساعت کار ممتد با دستگاه را پشتیبانی می‌نماید.","pos"
"جمع بندی کمپانی چینی هواوی یک بار دیگر با ارائه این محصول به بازار،  قدرت و توانایی خود در ارائه محصولات با کیفیت را به اثبات رسانید.","pos"
"این تبلت در کنار سه تبلت دیگر 7 و 10 اینچی هواوی،  همگی نمایندگانی شایسته برای هواوی در بازار هستند که از اعتبار این کمپانی چینی دفاع می‌نمایند.","pos"
"وجود سخت افزار بسیار قدرتمند،  صفحه نمایش شگفت انگیز FullHD،  دوربین‌های بسیار با کیفیت و طراحی بسیار خوب در کنار سیستم عامل محبوب اندروید 4،  باعث می‌گردد این تبلت نیز به یک گزینه خوب برای طرفداران تبلت های سطح بالا تبدیل گردد که در این سطح قیمت تقریبا بی رقیب نیز به نظر می‌رسد.","pos"
"ضمن اینکه برای این تبلت امکان تهیه داک کیبورد به صورت جداگانه نیز وجود دارد که این نیز یک مزیت دیگر این دستگاه به شمار می‌آید.","pos"
"سلام دوستان من اين تبلتو يک هفته اي هست که از ديجي کالا خريدم اولا بايد تشکر ويژه اي داشته باشم از اين مرکز خريد بعدشم بايد در مورد اين تبلت بگم که معرکه هست عاليه","pos"
"صفحه نمايشش زير نور اصلاً معلوم نيست باتريش هم ضعيفه موقع مرور اينترنت هم يه ذره گير ميکنه صداي اسپيکرهاش هم ضعيف ولي با کيفيته.","neg"
"در عوض بي نهايت زيباست کيفيت دوربينش هم خوبه","pos"
"به نظر من که معرکه هستش هيچ جاي حرفي باقي نذاشته","pos"
"تبلته فوق العاده خوبيه از همه لحاظ منو ساپورت کرده ولي حيف که تبديل usb نداره.","pos"
"در مورد تبلت چند نکته بايد بگم اول کيفيت تصوير واقعا عاليه واضحا از سامسونگ تب بهتره دوم دوربينش هست که بر خلاف گفته بعضي دوستان کيفيت خوبي داره و حتي از دوربين ٨   مگا سوني اکسپريا بهتره.","pos"
"و در مورد عملکرد و سرعت اجرا برنامه ها هم فعلا خوبه در کل نسبت به قيمتش واقعا مي ارزه","pos"
"سلام دوستان من اين تبلت رو امروز گرفتم خيلي عاليه.","pos"
"cpu چهار هسته اي با 1.4 گيگاهرتز و رم 2 گيگا بايت خيلي عالي هيچ ضعفي در اون نديدم ","pos"
"از لحاظ باتري واقعا عاليه.","pos"
"نسبت به سامسونگهاي همرده يه سر و گردن بالاتره و واي فاي خيلي قوي داره.","pos"
"نسبت به قيمت و کارايي بسيار عاليه من پسر عموم خريده خيلي راضيه ازش.","pos"
"سلام دوستان من اين تبلتو امروز خريدم فعلا نظري ندارم فقط از ديجي کالا ممنونم چون خيلي سريع يعني 1 روزه رسوندش اراک","pos"
"واقعا از کار کردن با اون لذت ميبرم از ديجي کالا هم بخاطر تعهد و امانتداري و برخورد خوب پرسنلش سپاسگزارم  راستي الان هم دارم با تبلتم کامنت ميذارم.","pos"
"من 2 هفته اي هست که اين تبلت رو گرفتم فقط يه چيز در مورد اين تبلت ميگم و اون هم کلمه عالي منظورم از همه لحاظه اونايي که تبلتي ميخوان که از سامسونگ بهتره باشه و قيمت مناسبتري داشته باشه تو خريد اين تبلت شک نکنن .","pos"
"من از اين تبلت خريدم مهمترين نکته اينکه از نظر من باطريش ضعيف است بعد يک ماه استفاده از اين تبلت و مقايسه آن با تبلت رفقا پيشنهاد ميکنم اين تبلت نخريد cpu آن فقط اسمش چهار هسته اي و به نسبت ايسوس و سامسونگ واقعا ضعيف است عرايض بنده را فقط وقتي متوجه ميشويد که در عمل کارايي اين تبلت با يکي دو برند معتبر مقايسه کنيد به هر حال انتخاب با خودتونه شايد بهتر باشه کمي صبر کنيد و يه تبلت بهتر بخريد.","neg"
"اين تبلت خيلي عاليه و رقباش ايپد و نوت ١٠ و البته تو بيشتر موارد از نوت بهتره و کاملا ارزش خريدنو داره .","pos"
"و البته يه عيب کوچولو هم داره که اونم کاهش جزئي فريم هنگام باز کردن بازي هايي مثل most wantedو.","neg"
"وجود داره که البته اشکال يا ضعفي در سخت افزار وجود نداره و علت اينه که ديتاي گرافيک اين تبلت کمه و اين اتفاق وقتي ميوفته  که بازي را با ديتاي گرافيک هاي ديگه نصب ميکنيم و البته يه خورده به خاطر رزولوشن بالاي اين تبلت هست که کاهش فريم به وجود مياد که با اورکلاک کردن gpu کاملا حل ميشه.","pos"
"و در اخر بگم تا تاريخ ثبت اين نظر هيچ تبلتي از مدياپد ارزش خريد بيشتري نداره.","pos"
"سلام دوستان اين بهترين تبلت توي اين رنج قيمت هست و با امکانات عاليش مثل:پردازنده 4هسته با فرکانس 1.4 و رم 2 گيگ و صفحه نمايش فول اچ دي و دوربين قدرتمند با سنسور 8 مگا و قابليت فيلم برداري فول اچ دي با 30 فريم بر ثانيه واقعا ارزش خريد بسيار بالايي داره من که به زودي مي خرمش","pos"
"باور کنيد دوستان با اين قيمت و اين امکانات فوق العادست","pos"
"کانن در طراحی آن خیلی استاندارد عمل کرده است.","pos"
"این دوربین فیلم برداری با باتری لیتیوم-یونی قابل تعویض همراه شده است.","pos"
"لولایی که نمایشگر را نگه می‌دارد کاملا مستحکم است و دکمه‌ها نیز بازخورد خیلی خوبی دارند.","pos"
"با وزن تنها 270 گرم نیز یکی از سبک وزن ترین‌ها می‌باشد.","pos"
"همچنین مجهز به لنز با توانایی زوم اپتیکال 20 برابر نیز می‌باشد.","pos"
"بعلاوه نمایشگر 3 اینچی آن نیز از نوع لمسی Resistive است.","pos"
"HD R206 می‌تواند با کیفیت 1080p Full HD در فرمت AVCHD و با صدای استریو Dolby Digital فیلم برداری کند.","pos"
"منوها خیلی استاندارد می‌باشند و پیش از این شبیه به آن را بر روی دوربین های فیلم برداری پیشین کانن هم دیده بودیم.","pos"
"ولی مسئله بیشتر کیفیت نمایشگر است که کیفیت خیلی خوبی نیست.","neg"
"این دوربین مجهز به سنسور تصویر 2.37 مگاپیکسلی می‌باشد که توانایی ضبط ویدیویی Full HD را به آن داده است.","pos"
"ویدیوها در دو فرمت AVCHD و MPEG4 ضبط می‌شوند که دومی برای کار کردن بر روی کامپیوتر و وب آسان تر است.","pos"
"خوشبختانه سنسور تصویر حساسیت بسیار زیادی به نور دارد و کمینه‌ی نوری 0.1 لوکس را می‌تواند ثبت کند.","pos"
"این دوربین از مودهای فیلم برداری خیلی خوبی بهره می‌برد.","pos"
"از آن جایی که یک دوربین فیلم برداری آماتوری است،  بنابراین مجهز به مود فیلم برداری اتوماتیک هوشمند یا همان Smart Auto می‌باشد.","pos"
"وقتی دوربین را بر روی این مود قرار می‌دهید،  دوربین شما به یک دستگاه کاملا خودکار تبدیل می‌شود.","pos"
"سپس برای فیلم برداری کافیست که دکمه‌ی Rec را بفشارید و آن را به سوی سوژه نشانه بروید تا بهترین و با کیفیت ترین فیلم‌ها گرفته شوند.","pos"
"در ضمن قابلیت تغییر سرعت شاتر و گشودگی دیافراگم نیز وجود دارد که این برای فیلم برداری خلاقانه تر و حرفه‌ای تر می‌باشد.","pos"
"این لنز فواصل کانونی معادل 43.6-436 میلی متر را پوشش می‌دهد که البته باعث می‌شود در 43.6 میلی متر چندان لنز وایدی نباشد و میدان دید محدودی را در بر گیرد.","neg"
"S می‌باشد که از تاثیر زیاد اثر لرزش دست شما در فیلمی که می‌گیرید جلوگیری می‌کند.","pos"
"در کل همانطور که گفتیم،  M50 دوربین فیلم برداری بسیار خوب دیگری از کانن است که کاملا کوچک و سبک ساخته شده و در ضمن از امکانات و فن آوری‌های پیشرفته و خوبی بهره می‌برد.","pos"
"امکانات اين دوربين بسيار راضي کنندست.","pos"
"تو ايزوهاي پايين مقداري نويز داره که بخاطر حسگر cmos هست احتمالا.","neg"
"واقعا حس يک دوربين حرفه اي رو به آدم ميده .","pos"
"فقط اي کاش مقداري سبک تر بود.","neg"
"واقعا سنگينه.","neg"
"من خيلي حساس بودم که حتما ليتيومي باشه اما مدل hs35 که ليتيومي هست و تفاوت چنداني جز در ذخيره عکس با فرمتrawنداره قيمتش بالاتره و اين دوربين واقعا با اين قيمت که تقريبا نصف دوربينهاي هم مدل در برند هاي ديگه هست مناسب ترين گزينه بود.","pos"
"من اين دوربين رو از ديجي کالا گرفتم بايد بگم واقعا از خريدش راضي هستم .","pos"
"امکانات فراوان بعلاوه قيمت بسيار مناسب.","pos"
"عکس هاي فوق العاده اي ميگيره.","pos"
"فيلم برداري full hd بسيار رضايت بخشه.","pos"
"زوم 30 برابر و فوکوس سريع حتي در زوم 30x.","pos"
"معايب اين دوربين: وزن نسبتا زياد.","neg"
"استفاده از باتري قلمي به جاي باتري ليتيومي (البته با خريد باتري قابل شارژ اين مشکل حل ميشه)  در کل ازش راضي هستم و پيشنهاد ميکنم در خريدش شک نکنيد تو اين رنج با اين قيمت محاله گزينه بهتري پيدا کنيد.","pos"
"من اين دوربين رو چند وقته دارم و بسيار ازش راضي هستم.","pos"
"محاله که تو اين محدوده قيمت بشه دوربيني با اين امکانات رو پيدا کنيد.","pos"
"به نظر من وزن بسيار زيادي داره و در اين رنج دوربين هاي بهتري وجود دارد","neg"
"در شرایط نوری خوب،  و در حالی که سوژه نسبتا ساده است و همه‌ی کادر را در بر گرفته،  تصاویری که XR160 تولید می‌کند کیفیت خیلی خوبی دارند و واقعا در رزولوشن Full HD عالی هستند.","pos"
"اما اگر پس زمینه دارای جزئیات فراوانی بود و مثلا دوربین حرکت نیز داشت،  مثل منظره‌ای از درختان و علف های بلند،  به نظر می‌رسد که سنسور تصویر 2.07 مگاپیکسلی نمی تواند تفکیک خیلی خوبی داشته باشد.","neg"
"اما رنگ‌ها خیلی خوب به نظر می‌رسند و غلظت ملایمی دارند.","pos"
"تراز سفیدی به نظر کمی به سوی آبی است و های لایت‌ها نیز کمی دچار نوردهی بیش از حد می‌شوند.","neg"
"اما در شرایط تاریک تر،  دوربین سعی می‌کند که از غلظت رنگ کم کند تا بر شفافیت و شارپنس افزوده شود و نتیجه هم ویدیویی واقعا با کیفیت خواهد بود هرچند که گویی سیاه و سفید است.","pos"
"هرچند که عکس‌ها کیفیت بدی ندارند،  ولی انتظار زیادی هم از این دوربین به عنوان یک دوربین عکاسی نباید داشته باشید.","neg"
"عکس‌ها شفاف و رنگارنگ هستند ولی گویی که با یک دوربین دیجیتال فوق العاده ارزان قیمت گرفته شده اند.","neg"
"XR160 عمل فوکوس خودکار را حتی در شرایط نوری ضعیف خیلی سریع و دقیق می‌تواند انجام دهد.","pos"
"هرچند که مانند بیشتر دوربین های فیلم برداری،  گاهی اوقات سوژه‌ی اشتباه را بر می‌گزیند یا به مود تشخیص چهره می‌رود در حالی که شما قصد این عمل را نداشتید.","neg"
"نورسنجی و نوردهی بیشتر اوقات خیلی خوب انجام می‌شود.","pos"
"هرچند که این دوربین هم مجهز به مود فیلم برداری iA یا اتوماتیک هوشمند می‌باشد ولی هر موقع که خواستید می‌توانید این مود را خاموش کنید و بوسیله‌ی لمس بر روی نمایشگر،  فوکوس و نوردهی را انجام دهید.","pos"
"نمایشگر 3 اینچی 230,000 پیکسلی هم کیفیت کیفیت خیلی خوبی دارد و نسبتا بزرگ است.","pos"
"البته همانند بیشتر نمایشگرها،  دیدن آن زیر نور مستقیم آفتاب مشکل است.","neg"
"اگر دستان بزرگی داشته باشید این خیلی خوب است.","pos"
"اختیارات تنظیمات دستی یا Manual زیادی در این دوربین به شما داده نمی شود و نهایتا می‌توانید تراز سفیدی،  نوع فوکوس خودکار و جبران نوردهی را تنظیم کنید.","neg"
"هرچند که سنسور تصویر آن‌ها رزولوشن خیلی بالایی ارائه نمی دهد ولی به هر صورت کمپانی تصمیم گرفته که خروجی Full HD داشته باشند.","neg"
"همانطور که گفتیم اگر صحنه دارای جزئیات فراوانی باشد و دوربین را مرتبا تکان دهید تفکیک به سختی صورت می‌گیرد.","neg"
"توانایی زوم بالای 30 برابر هم ویژگی خیلی خوبی برای علاقه مندان به این ویژگی می‌باشد،  در ضمن لنز آن‌ها در حالت واید فاصله‌ی کانونی معادل 30 میلی متر دارد که برای دوربین هایی در این کلاس عالیست.","pos"
"دوربين هاي با باطري قلمي مانند دوربين اس ايکس160 با باطري ليتيومي ديگر مدلها مثلا دبليوايکس 100قابل شارژهستند فقط کافيه نوع باطري که انتخاب ميکنيد شارژي باشد","pos"
"چون با شارژ خالي کردن باطري اين امکانات هيچ بدردتون نميخوره من يه مدل sx120 is داشتم خيلي امکانات خوبي داشت ولي چون باطري شارژي نبود بدردم نخورد و ردش کردم و الان ميخوام sony wx50 بخرم چون هم کوچيک وسبکه و هم کيفيت فيلم برداريش تو اين رنج قيمت بي نظيره حتما   sony wx50 رو مورد بررسي قرار بديد.","pos"
"در کل به نظر می رسد که SX160 IS تا حدی از مدل پیشینش خوش تیپ تر می باشد.","pos"
"نخستین تغییر بارز در این دوربین نسبت به مدل پیشینش لنز با توانایی زوم بیشتر 16 برابر می باشد.","pos"
"البته در حالت واید هر دو فاصله ی کانونی 28 میلی متر را ارائه می دهند که به اندازه ی کافی واید هست و می تواند میدان دید گسترده ای را در بر بگیرد.","pos"
"چهار برابر زوم بیشتر هم به هر صورت به نوبه ی خود خیلی خوب می باشد.","pos"
"تغییر دیگر در سنسور تصویر بوده که از 14 مگاپیکسل به 16 مگاپیکسل افزایش یافته است.","pos"
"این مقدار رزولوشن بیشتر هم هرچند که کم می باشد ولی به هر صورت پیشرفت خوبیست.","pos"
"همانند مدل های پیشینش در قسمت بالای دوربین پیچ تنظیم مودهای عکاسی قرار گرفته که از آن طریق می توانید مودهایی چون اتوماتیک هوشمند و یا مودهای خلاقانه تر P,A,S,M را انتخاب کنید.","pos"
"بدین صورت که برای عکاسی با آن کافیست که دوربین را به سمت سوژه نشانه بروید و دکمه ی شاتر را بفشارید تا بهترین و با کیفیت ترین عکس گرفته شود.","pos"
"این در حالیست که در مودهای خلاقانه اختیار بیشتری را در تنظیمات نوردهی خواهید داشت.","pos"
"SX160 IS توانایی فیلم برداری 720p HD با سرعت 30 فریم بر ثانیه و صدای استریو را نیز ارائه می دهد که برای دوربینی در این کلاس خیلی خوب است.","pos"
"در کل همانطور که گفتیم،  SX160 IS همانند مدل های پیشین خود دوربین کامپکت سوپرزوم ارزان قیمتیست که امکانات خوبی ارائه می کند.","pos"
"به روز رسانی: در حساسیت 100 و تماشای عکس ها در سایز و فاصله ی معمولی عملکرد نویز این دوربین به نظر خوب می آید.","pos"
"با بزرگنمایی کامل متوجه نویز در مناطق تاریک تر می شویم.","neg"
"جزئیات در گوشه ها به آن خوبی که باید باشد نیست و هرچند که نویز رنگی زیادی دیده نمی شود ولی مقداری از نوع خاکستری و مشکی آن وجود دارد.","neg"
"در حساسیت 200 نویز رنگی مقداری افزایش می یابدو در ایزوی 400 تشدید می شود.","neg"
"حساسیت های 800 و 1600 هم نویز بسیار زیادی دارند.","neg"
"با اینکه سامسونگ با تولید گوشی‌های سری Note قصد داشت یک دستگاه مابین گوشی و تبلت ها را تولید نماید،  اما در واقع این LG است که با تولید Optimus VU به این هدف نائل گشته است.","pos"
"پهنای این گوشی کاملاً در تضاد با اعتقاد اپل مبنی بر سایز 3.5 الی 4 اینچ استاندارد صفحه نمایش برای کار با یک دست است .","neg"
"در ضمن، برای حمل و نقل این گوشی هم نمی‌توان بر روی جیب‌های شلوار جین حساب کرد.","neg"
"اما اگر بزرگی این گوشی یک نکته منفی برای شما محسوب نمی‌گردد باید بگوییم که سبکی و باریکی آن بسیار کاربردی و خوش‌آیند است.","pos"
"قاب پشتی این گوشی با اینکه از جنس پلاستیک است،  اما به علت بافت موجود بر روی آن،  علاوه بر جلوه خوبی که به گوشی بخشیده است،  از لیز خوردن آن از دست نیز جلوگیری می‌نماید.","pos"
"اما در کنار همه این‌ها، حالت فلزی قاب دور بدنه و البته کلید های استیل موجود در قاب، بر زیبایی گوشی افزوده‌اند.","pos"
"بر روی قاب پشتی گوشی هم دوربین به همراه فلاش LED محصور در یک قسمت فلزی به همراه بلندگو و یک لوگوی LG به چشم می‌خورند که منظره خوبی را برای قاب پشتی گوشی به وجود آورده‌اند.","pos"
"در کل، از نظر کیفیت ساخت عملکرد ال جی در مورد این گوشی رضایت‌بخش بوده است و از لحاظ طراحی نیز، به نظر ما طراحی Optimus VU زیبا و شکیل است،  با این حال نظر در مورد زیبا بودن یا نبودن این گوشی را به شما می‌سپاریم.","pos"
"روشنایی صفحه نمایش بسیار خوب و قابل تقدیر است،  به طوری که به راحتی در زیر نور مستقیم آفتاب و در شرایط نوری قوی نیز می‌توان با آن کار کرد.","pos"
"اما عجیب است که این صفحه نمایش با وجود بهره بردن از پنل IPS،  عملکرد متوسطی را در زوایای مختلف به نمایش می‌گذارد.","neg"
"با وجود این نسبت تصویر، در هنگام خواندن متون و مرورگری اینترنت لذت فراوانی خواهید برد.","pos"
"اما به واقع برای تماشای ویدئو، چندان مناسب نمی‌باشد.","neg"
"ویدئو یا بسیار کشیده می‌شود و ابعاد نا مأنوسی پیدا می‌نماید،  و یا اینکه باید سیاهی‌های زیادی را در بالا و پایین صفحه تحمل نمایید.","neg"
"اما در مجموع، صفحه نمایش Optimus VU نیز عملکرد مناسبی را داراست.","pos"
"این قلم نه از نظر ظاهری و نه از لحاظ کارایی، شباهت زیادی به قلم Note های سامسونگ ندارد و بیشتر می‌توان آن‌را یک قلم کمکی نامید که در کار با گوشی به کاربر کمک می‌نماید اما قابلیت‌های فوق‌العاده‌ای ندارد.","neg"
"جایی که یک دفتر چه یادداشت به صورت پیش فرض قرار دارد که می‌توان در آن هر چیزی را به هر شکلی که دوست دارید ثبت نمایید.","pos"
"اما یک نکته منفی در مورد این گوشی،  عدم وجود یک شکاف برای قرار گیری قلم در گوشی است که باعث می‌گردد همواره نگران گم شدن قلم باشید.","neg"
"سخت افزار Optimus VU از سخت‌افزار قدرتمندی برخوردار است.","pos"
"چیپ Nvidia Tegra3 به همراه پردازنده چهار هسته ای با فرکانس 1.5 گیگاهرتز و یک پردازشگر گرافیکی ULP GeForce،  اجزای تشکیل دهنده سخت افزار این گوشی می‌باشند که به همراه یک گیگابایت حافظه رم، عملکرد بسیار خوب و روانی را به نمایش می‌گذارند.","pos"
"این دستگاه دارای 32 گیگابایت حافظه داخلی است که متأسفانه با عدم پشتیبانی آن از کارت حافظه جانبی،  باید به همین مقدار قناعت نمود.","neg"
"با قابلیت پشتیبانی این گوشی از 3G،  GPRS،  Edge و Wi-Fi،  دسترسی به اینترنت از روش‌های گوناگون امکان‌پذیر خواهد بود.","pos"
"در کل، عملکرد سخت‌افزاری این گوشی بسیار خوب است و در هنگام مرورگری اینترنت،  بازی و یا حرکت در بین منوها،  کاملاً قدرتمند بودن آن را متوجه خواهید شد.","pos"
"نرم افزار نسخه 4 سیستم‌عامل قدرتمند و محبوب اندروید، سیستم عامل منتخب ال جی برای این گوشی می‌باشد.","pos"
"با وجود این سخت‌افزار قدرتمند و البته نسخه 4 سیستم عامل اندروید، می‌توان گفت که تقریبا همگی برنامه های موجود برای اندروید را می‌توان به راحتی بر روی Optimus VU نصب و اجرا نمود.","pos"
"باز کردن قفل صفحه نمایش به زیبایی هر چه تمام‌تر و با کشیدن انگشت از وسط یک دایره به طرفین صورت می‌پذیرد که کاملا منحصر به ال جی است.","pos"
"از خوبی‌های گوشی‌های ساخت ال جی می‌توان به وجود ویجت‌های متنوع و کاربردی موجود در گوشی‌های ساخت این کمپانی اشاره نمود.","pos"
"در این گوشی هم ویجت‌های متنوعی وجود دارد.","pos"
"اما یکی از بهترین قابلیت‌های این گوشی،  وجود NFC بر روی آن است.","pos"
"ال جی با قرار دادن 3 تگ NFC در داخل جعبه این گوشی، امکان شخصی سازی آن‌ها را به کاربران داده است.","pos"
"این یک امکان فوق‌العاده است که ال جی به کاربران Optimus VU هدیه داده است.","pos"
